Pathway	Article Count	Success Rate	Times Found	Total Occurrences
Thermogenesis	1000	1.0	4	4
Thiamine metabolism	0	0.6666666666666666	2	3
Thiamine metabolism	10	0.6666666666666666	2	3
Thiamine metabolism	20	0.6666666666666666	2	3
Thiamine metabolism	30	0.5	1	2
Thiamine metabolism	40	0.5	1	2
Thiamine metabolism	50	0.5	1	2
Thiamine metabolism	100	0.5	1	2
Thiamine metabolism	200	0.5	1	2
Thiamine metabolism	300	0.5	1	2
Thiamine metabolism	400	0.5	1	2
Thiamine metabolism	500	0.5	1	2
Thiamine metabolism	600	0.5	1	2
Thiamine metabolism	700	0.5	1	2
Thiamine metabolism	800	0.5	1	2
Thiamine metabolism	900	0.5	1	2
Thiamine metabolism	1000	0.5	1	2
Thyroid hormone signaling pathway	0	1.0	10	10
Thyroid hormone signaling pathway	10	0.7777777777777778	7	9
Thyroid hormone signaling pathway	20	0.8888888888888888	8	9
Thyroid hormone signaling pathway	30	1.0	8	8
Thyroid hormone signaling pathway	40	1.0	9	9
Thyroid hormone signaling pathway	50	1.0	7	7
Thyroid hormone signaling pathway	100	1.0	7	7
Thyroid hormone signaling pathway	200	1.0	6	6
Thyroid hormone signaling pathway	300	1.0	6	6
Thyroid hormone signaling pathway	400	1.0	4	4
Thyroid hormone signaling pathway	500	1.0	4	4
Thyroid hormone signaling pathway	600	1.0	3	3
Thyroid hormone signaling pathway	700	1.0	3	3
Thyroid hormone signaling pathway	800	1.0	3	3
Thyroid hormone signaling pathway	900	1.0	2	2
Thyroid hormone signaling pathway	1000	1.0	1	1
Thyroid hormone synthesis	0	0.75	3	4
Thyroid hormone synthesis	10	0.75	3	4
Thyroid hormone synthesis	20	0.5	2	4
Thyroid hormone synthesis	30	0.75	3	4
Thyroid hormone synthesis	40	0.75	3	4
Thyroid hormone synthesis	50	0.75	3	4
Thyroid hormone synthesis	100	0.75	3	4
Thyroid hormone synthesis	200	0.6666666666666666	2	3
Thyroid hormone synthesis	300	0.6666666666666666	2	3
Thyroid hormone synthesis	400	0.6666666666666666	2	3
Thyroid hormone synthesis	500	0.6666666666666666	2	3
Thyroid hormone synthesis	600	0.6666666666666666	2	3
Thyroid hormone synthesis	700	0.6666666666666666	2	3
Thyroid hormone synthesis	800	0.6666666666666666	2	3
Thyroid hormone synthesis	900	0.6666666666666666	2	3
Thyroid hormone synthesis	1000	0.5	1	2
Tight junction	0	0.8571428571428571	12	14
Tight junction	10	0.75	9	12
Tight junction	20	0.8181818181818182	9	11
Tight junction	30	0.8181818181818182	9	11
Tight junction	40	0.8181818181818182	9	11
Tight junction	50	0.8	8	10
Tight junction	100	0.8	8	10
Tight junction	200	0.875	7	8
Tight junction	300	0.875	7	8
Tight junction	400	0.875	7	8
Tight junction	500	0.875	7	8
Tight junction	600	0.875	7	8
Tight junction	700	0.8333333333333334	5	6
Tight junction	800	0.75	3	4
Tight junction	900	0.75	3	4
Tight junction	1000	1.0	2	2
Toll-like receptor signaling pathway	0	0.8	12	15
Toll-like receptor signaling pathway	10	0.6666666666666666	8	12
Toll-like receptor signaling pathway	20	0.6428571428571429	9	14
Toll-like receptor signaling pathway	30	0.6428571428571429	9	14
Toll-like receptor signaling pathway	40	0.7857142857142857	11	14
Toll-like receptor signaling pathway	50	0.7857142857142857	11	14
Toll-like receptor signaling pathway	100	0.7692307692307693	10	13
Toll-like receptor signaling pathway	200	0.75	9	12
Toll-like receptor signaling pathway	300	0.9166666666666666	11	12
Toll-like receptor signaling pathway	400	0.8333333333333334	10	12
Toll-like receptor signaling pathway	500	0.8333333333333334	10	12
Toll-like receptor signaling pathway	600	0.9166666666666666	11	12
Toll-like receptor signaling pathway	700	0.9166666666666666	11	12
Toll-like receptor signaling pathway	800	0.9166666666666666	11	12
Toll-like receptor signaling pathway	900	0.8333333333333334	10	12
Toll-like receptor signaling pathway	1000	0.8	4	5
Tryptophan metabolism	0	1.0	12	12
Tryptophan metabolism	10	0.75	9	12
Tryptophan metabolism	20	0.7777777777777778	7	9
Tryptophan metabolism	30	0.875	7	8
Tryptophan metabolism	40	0.875	7	8
Tryptophan metabolism	50	0.875	7	8
Tryptophan metabolism	100	0.625	5	8
Tryptophan metabolism	200	0.5	2	4
Tryptophan metabolism	300	0.5	2	4
Tryptophan metabolism	400	0.5	2	4
Tryptophan metabolism	500	0.75	3	4
Tryptophan metabolism	600	1.0	4	4
Tryptophan metabolism	700	1.0	4	4
Tryptophan metabolism	800	1.0	4	4
Tryptophan metabolism	900	1.0	4	4
Type II diabetes mellitus	0	1.0	1	1
Type II diabetes mellitus	10	1.0	1	1
Type II diabetes mellitus	20	1.0	1	1
Tyrosine metabolism	0	1.0	8	8
Tyrosine metabolism	10	0.875	7	8
Tyrosine metabolism	20	1.0	8	8
Tyrosine metabolism	30	1.0	7	7
Tyrosine metabolism	40	1.0	7	7
Tyrosine metabolism	50	1.0	7	7
Tyrosine metabolism	100	1.0	7	7
Tyrosine metabolism	200	1.0	6	6
Tyrosine metabolism	300	1.0	6	6
Tyrosine metabolism	400	1.0	6	6
Tyrosine metabolism	500	1.0	6	6
Tyrosine metabolism	600	1.0	6	6
Tyrosine metabolism	700	1.0	6	6
Tyrosine metabolism	800	1.0	6	6
Tyrosine metabolism	900	1.0	6	6
Ubiquinone and other terpenoid-quinone biosynthesis	0	1.0	4	4
Ubiquinone and other terpenoid-quinone biosynthesis	10	1.0	4	4
Ubiquinone and other terpenoid-quinone biosynthesis	20	1.0	4	4
Ubiquinone and other terpenoid-quinone biosynthesis	30	1.0	4	4
Ubiquinone and other terpenoid-quinone biosynthesis	40	1.0	4	4
Ubiquinone and other terpenoid-quinone biosynthesis	50	1.0	4	4
Ubiquinone and other terpenoid-quinone biosynthesis	100	1.0	3	3
Ubiquinone and other terpenoid-quinone biosynthesis	200	1.0	2	2
Ubiquinone and other terpenoid-quinone biosynthesis	300	1.0	1	1
Ubiquinone and other terpenoid-quinone biosynthesis	400	1.0	1	1
Ubiquinone and other terpenoid-quinone biosynthesis	500	1.0	1	1
Ubiquinone and other terpenoid-quinone biosynthesis	600	1.0	1	1
Ubiquinone and other terpenoid-quinone biosynthesis	700	1.0	1	1
Ubiquinone and other terpenoid-quinone biosynthesis	800	1.0	1	1
Ubiquinone and other terpenoid-quinone biosynthesis	900	1.0	1	1
Ubiquitin mediated proteolysis	0	0.8461538461538461	11	13
Ubiquitin mediated proteolysis	10	0.9230769230769231	12	13
Ubiquitin mediated proteolysis	20	0.9230769230769231	12	13
Ubiquitin mediated proteolysis	30	0.9090909090909091	10	11
Ubiquitin mediated proteolysis	40	0.9	9	10
Ubiquitin mediated proteolysis	50	0.9	9	10
Ubiquitin mediated proteolysis	100	0.875	7	8
Ubiquitin mediated proteolysis	200	0.875	7	8
Ubiquitin mediated proteolysis	300	0.875	7	8
Ubiquitin mediated proteolysis	400	0.875	7	8
Ubiquitin mediated proteolysis	500	0.875	7	8
Ubiquitin mediated proteolysis	600	0.875	7	8
Ubiquitin mediated proteolysis	700	0.8571428571428571	6	7
Ubiquitin mediated proteolysis	800	0.8571428571428571	6	7
Ubiquitin mediated proteolysis	900	0.8571428571428571	6	7
Ubiquitin mediated proteolysis	1000	0.6666666666666666	2	3
VEGF signaling pathway	0	1.0	2	2
VEGF signaling pathway	10	1.0	1	1
VEGF signaling pathway	20	1.0	1	1
VEGF signaling pathway	30	1.0	1	1
VEGF signaling pathway	40	1.0	1	1
VEGF signaling pathway	50	1.0	1	1
VEGF signaling pathway	100	1.0	2	2
VEGF signaling pathway	200	1.0	2	2
VEGF signaling pathway	300	1.0	2	2
VEGF signaling pathway	400	1.0	2	2
VEGF signaling pathway	500	1.0	2	2
VEGF signaling pathway	600	1.0	2	2
VEGF signaling pathway	700	1.0	2	2
VEGF signaling pathway	800	1.0	2	2
VEGF signaling pathway	900	1.0	2	2
VEGF signaling pathway	1000	1.0	1	1
Valine, leucine and isoleucine degradation	0	0.9473684210526315	18	19
Valine, leucine and isoleucine degradation	10	0.8235294117647058	14	17
Valine, leucine and isoleucine degradation	20	0.9230769230769231	12	13
Valine, leucine and isoleucine degradation	30	0.8333333333333334	10	12
Valine, leucine and isoleucine degradation	40	0.8181818181818182	9	11
Valine, leucine and isoleucine degradation	50	0.8181818181818182	9	11
Valine, leucine and isoleucine degradation	100	0.875	7	8
Valine, leucine and isoleucine degradation	200	1.0	8	8
Valine, leucine and isoleucine degradation	300	1.0	7	7
Valine, leucine and isoleucine degradation	400	1.0	7	7
Valine, leucine and isoleucine degradation	500	1.0	7	7
Valine, leucine and isoleucine degradation	600	1.0	7	7
Valine, leucine and isoleucine degradation	700	1.0	7	7
Valine, leucine and isoleucine degradation	800	1.0	5	5
Valine, leucine and isoleucine degradation	900	0.8	4	5
Valine, leucine and isoleucine degradation	1000	0.6666666666666666	2	3
Various types of N-glycan biosynthesis	0	1.0	1	1
Various types of N-glycan biosynthesis	10	0.0	0	1
Various types of N-glycan biosynthesis	20	0.0	0	1
Various types of N-glycan biosynthesis	30	1.0	1	1
Various types of N-glycan biosynthesis	40	1.0	1	1
Various types of N-glycan biosynthesis	50	1.0	1	1
Various types of N-glycan biosynthesis	100	1.0	1	1
Various types of N-glycan biosynthesis	200	1.0	1	1
Various types of N-glycan biosynthesis	300	1.0	1	1
Various types of N-glycan biosynthesis	400	1.0	1	1
Various types of N-glycan biosynthesis	500	1.0	1	1
Vascular smooth muscle contraction	0	0.8461538461538461	11	13
Vascular smooth muscle contraction	10	0.7	7	10
Vascular smooth muscle contraction	20	0.7	7	10
Vascular smooth muscle contraction	30	0.6666666666666666	6	9
Vascular smooth muscle contraction	40	0.6666666666666666	6	9
Vascular smooth muscle contraction	50	0.6666666666666666	6	9
Vascular smooth muscle contraction	100	0.6666666666666666	6	9
Vascular smooth muscle contraction	200	0.6666666666666666	6	9
Vascular smooth muscle contraction	300	0.7142857142857143	5	7
Vascular smooth muscle contraction	400	0.7142857142857143	5	7
Vascular smooth muscle contraction	500	0.7142857142857143	5	7
Vascular smooth muscle contraction	600	0.7142857142857143	5	7
Vascular smooth muscle contraction	700	0.6666666666666666	4	6
Vascular smooth muscle contraction	800	0.6	3	5
Vascular smooth muscle contraction	900	0.6	3	5
Vascular smooth muscle contraction	1000	0.75	3	4
Vasopressin-regulated water reabsorption	0	1.0	6	6
Vasopressin-regulated water reabsorption	10	1.0	6	6
Vasopressin-regulated water reabsorption	20	1.0	6	6
Vasopressin-regulated water reabsorption	30	1.0	6	6
Vasopressin-regulated water reabsorption	40	1.0	6	6
Vasopressin-regulated water reabsorption	50	1.0	6	6
Vasopressin-regulated water reabsorption	100	1.0	6	6
Vasopressin-regulated water reabsorption	200	1.0	6	6
Vasopressin-regulated water reabsorption	300	1.0	5	5
Vasopressin-regulated water reabsorption	400	1.0	5	5
Vasopressin-regulated water reabsorption	500	1.0	5	5
Vasopressin-regulated water reabsorption	600	1.0	5	5
Vasopressin-regulated water reabsorption	700	1.0	5	5
Vasopressin-regulated water reabsorption	800	1.0	5	5
Vasopressin-regulated water reabsorption	900	1.0	5	5
Vasopressin-regulated water reabsorption	1000	1.0	3	3
Viral protein interaction with cytokine and cytokine receptor	0	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	10	1.0	2	2
Viral protein interaction with cytokine and cytokine receptor	20	1.0	2	2
Viral protein interaction with cytokine and cytokine receptor	30	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	40	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	50	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	100	0.0	0	2
Viral protein interaction with cytokine and cytokine receptor	200	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	300	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	400	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	500	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	600	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	700	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	800	0.5	1	2
Viral protein interaction with cytokine and cytokine receptor	900	0.5	1	2
Vitamin B6 metabolism	0	1.0	3	3
Vitamin B6 metabolism	10	1.0	2	2
Vitamin B6 metabolism	20	1.0	2	2
Vitamin B6 metabolism	30	1.0	2	2
Vitamin B6 metabolism	40	1.0	2	2
Vitamin B6 metabolism	50	1.0	2	2
Vitamin B6 metabolism	100	1.0	1	1
Vitamin digestion and absorption	0	0.9090909090909091	10	11
Vitamin digestion and absorption	10	1.0	10	10
Vitamin digestion and absorption	20	1.0	9	9
Vitamin digestion and absorption	30	1.0	9	9
Vitamin digestion and absorption	40	1.0	9	9
Vitamin digestion and absorption	50	1.0	9	9
Vitamin digestion and absorption	100	1.0	6	6
Vitamin digestion and absorption	200	1.0	5	5
Vitamin digestion and absorption	300	1.0	4	4
Vitamin digestion and absorption	400	1.0	4	4
Vitamin digestion and absorption	500	1.0	4	4
Vitamin digestion and absorption	600	1.0	4	4
Vitamin digestion and absorption	700	1.0	3	3
Vitamin digestion and absorption	800	1.0	3	3
Vitamin digestion and absorption	900	1.0	3	3
Wnt signaling pathway	0	0.8936170212765957	42	47
Wnt signaling pathway	10	0.85	34	40
Wnt signaling pathway	20	0.8333333333333334	30	36
Wnt signaling pathway	30	0.8333333333333334	30	36
Wnt signaling pathway	40	0.8285714285714286	29	35
Wnt signaling pathway	50	0.8484848484848485	28	33
Wnt signaling pathway	100	0.84375	27	32
Wnt signaling pathway	200	0.8148148148148148	22	27
Wnt signaling pathway	300	0.8148148148148148	22	27
Wnt signaling pathway	400	0.84	21	25
Wnt signaling pathway	500	0.8333333333333334	20	24
Wnt signaling pathway	600	0.7727272727272727	17	22
Wnt signaling pathway	700	0.8181818181818182	18	22
Wnt signaling pathway	800	0.8181818181818182	18	22
Wnt signaling pathway	900	0.7894736842105263	15	19
Wnt signaling pathway	1000	0.6666666666666666	4	6
alpha-Linolenic acid metabolism	0	1.0	1	1
beta-Alanine metabolism	0	1.0	2	2
beta-Alanine metabolism	10	1.0	2	2
beta-Alanine metabolism	20	1.0	2	2
cAMP signaling pathway	0	1.0	14	14
cAMP signaling pathway	10	0.7272727272727273	8	11
cAMP signaling pathway	20	0.9	9	10
cAMP signaling pathway	30	1.0	10	10
cAMP signaling pathway	40	1.0	10	10
cAMP signaling pathway	50	1.0	10	10
cAMP signaling pathway	100	1.0	10	10
cAMP signaling pathway	200	1.0	8	8
cAMP signaling pathway	300	1.0	7	7
cAMP signaling pathway	400	1.0	7	7
cAMP signaling pathway	500	1.0	7	7
cAMP signaling pathway	600	1.0	7	7
cAMP signaling pathway	700	1.0	4	4
cAMP signaling pathway	800	1.0	4	4
cAMP signaling pathway	900	1.0	4	4
cAMP signaling pathway	1000	1.0	2	2
cGMP-PKG signaling pathway	0	1.0	5	5
cGMP-PKG signaling pathway	10	1.0	3	3
cGMP-PKG signaling pathway	20	1.0	3	3
cGMP-PKG signaling pathway	30	1.0	2	2
cGMP-PKG signaling pathway	40	1.0	2	2
cGMP-PKG signaling pathway	50	1.0	2	2
cGMP-PKG signaling pathway	100	1.0	2	2
cGMP-PKG signaling pathway	200	1.0	1	1
mRNA surveillance pathway	0	1.0	3	3
mRNA surveillance pathway	10	1.0	3	3
mRNA surveillance pathway	20	1.0	2	2
mRNA surveillance pathway	30	1.0	2	2
mRNA surveillance pathway	40	1.0	2	2
mRNA surveillance pathway	50	1.0	2	2
mRNA surveillance pathway	100	1.0	2	2
mRNA surveillance pathway	200	1.0	2	2
mRNA surveillance pathway	300	1.0	2	2
mRNA surveillance pathway	400	1.0	2	2
mRNA surveillance pathway	500	1.0	2	2
mRNA surveillance pathway	600	1.0	2	2
mRNA surveillance pathway	700	1.0	1	1
mRNA surveillance pathway	800	1.0	1	1
mRNA surveillance pathway	900	1.0	1	1
mRNA surveillance pathway	1000	1.0	1	1
mTOR signaling pathway	0	0.8	16	20
mTOR signaling pathway	10	0.7894736842105263	15	19
mTOR signaling pathway	20	0.8235294117647058	14	17
mTOR signaling pathway	30	0.8	12	15
mTOR signaling pathway	40	0.7857142857142857	11	14
mTOR signaling pathway	50	0.7857142857142857	11	14
mTOR signaling pathway	100	0.6428571428571429	9	14
mTOR signaling pathway	200	0.6153846153846154	8	13
mTOR signaling pathway	300	0.6666666666666666	8	12
mTOR signaling pathway	400	0.5833333333333334	7	12
mTOR signaling pathway	500	0.5454545454545454	6	11
mTOR signaling pathway	600	0.6363636363636364	7	11
mTOR signaling pathway	700	0.6363636363636364	7	11
mTOR signaling pathway	800	0.6	6	10
mTOR signaling pathway	900	0.6	6	10
mTOR signaling pathway	1000	0.6	3	5
p53 signaling pathway	0	0.7142857142857143	5	7
p53 signaling pathway	10	0.7142857142857143	5	7
p53 signaling pathway	20	1.0	7	7
p53 signaling pathway	30	0.8571428571428571	6	7
p53 signaling pathway	40	0.8571428571428571	6	7
p53 signaling pathway	50	0.8571428571428571	6	7
p53 signaling pathway	100	0.7142857142857143	5	7
p53 signaling pathway	200	0.6666666666666666	4	6
p53 signaling pathway	300	0.6	3	5
p53 signaling pathway	400	0.6	3	5
p53 signaling pathway	500	0.6	3	5
p53 signaling pathway	600	0.6	3	5
p53 signaling pathway	700	0.6	3	5
p53 signaling pathway	800	0.6	3	5
p53 signaling pathway	900	0.5	2	4
p53 signaling pathway	1000	0.0	0	2
